,genre,title,artist,lyric
43,발라드,심장이 없어,에이트,"아프다고 말하면 
정말 아플 것 같아서 
슬프다고 말하면 
눈물이 날 것 같아서 
그냥 웃지 그냥 웃지 그냥 웃지 
그런데 사람들이 왜 우냐고 물어 
매일을 울다가 웃다가 
울다가 웃는걸 반복해 
나 왜 이러는데 
술이 술인지 밥인지도 모르는 채 
살아 이 정도 아픔은 
통과 의례인 듯 해 
멍하니 종이에 나도 몰래 
니 이름만 적어 하루 왼 종일 
종이가 시커매지고서야 펜을 놔 
너 그리워 또 핸드폰을 들었다 놔 
눈물이 또 찾아와 너와의 이별이란 
나는 심장이 없어 나는 심장이 없어 
그래서 아픈 걸 느낄리 없어 
매일 혼잣말을 해 내게 주문을 걸어 
그래도 자꾸 눈물이 나는 걸 
아프다고 말하면 
정말 아플 것 같아서 
슬프다고 말하면 
눈물이 날 것 같아서 
그냥 웃지 그냥 웃지 그냥 웃지 
그런데 사람들이 왜 우냐고 물어 
이렇게 웃는데 
니가 떠나고부터 
난 바보가 된 것 같어 
i can't do 아무것도 
죽어라 방구석에 박혀 살어 
너 없인 할 일도 없는데 
하룬 길어 너무 길어 
근데 뭐 그리 바뻐 널 외롭게 했어 
니가 쇼핑 가자 그럴 때 
친구와 술 한잔 마시는 건 그렇게 
쉬운데 왜 너한텐 못했을까 
언제나 제일 느린 게 후회랬는데 
정말 바본지 끝까지 
너와의 끈을 놓지 못해 
나는 심장이 없어 나는 심장이 없어 
오늘도 뻔한 거짓말을 해 
가슴이 너무 아픈데
이렇게 보채는데
어떻게 웃을 수가 있겠어
아프다고 말하면
정말 아플 것 같아서
슬프다고 말하면
눈물이 날 것 같아서
그냥 웃지 그냥 웃지 그냥 웃지
그런데 사람들이 왜 우냐고 물어
이렇게 웃는데
웃자 TV속 연예인들처럼
웃자 너의 미니홈피 제목처럼
웃자 행복했던 내 어제처럼
나는 심장이 없어
아플 수가 난 없어
나는 심장이 없어
아플 수가 난 없어
그냥 웃자 그냥 웃자 그냥 웃자
제발 좀 눈물아 이제는 멈춰줘
"
44,"발라드, 인디음악",Madeleine Love,CHEEZE,"오늘같이 싱그러운 날
길거리 차도 별로 다니지 않아 
문득 지나가다 거울을 보면 
오늘 내 모습은 좀 예뻐 보이네 
이따가 널 보면 무슨 말을 할까 
날씨가 좋다고 뻔한 
말이라도 건네볼까 
어색한 장난이라도 용감하게 
오늘은 널 웃음 짓게 만들 거야 
I’m in madeleine love 
I’m in madeleine love 
I’m in madeleine love 
오늘같이 햇볕 좋은 날엔 
매일 걷던 거리도 지겹지 않아 
문득 지나가다 거울을 보면 
내 얼굴도 이 정도면 잘생겼네 
이따가 널 보면 무슨 말을 할까 
날씨가 좋다고 
공원이라도 좀 걷자 할까 
짓궂은 장난이라도 용감하게 
오늘은 널 웃음 짓게 만들 거야 
I’m in madeleine love 
I’m in madeleine love 
I’m in madeleine love 
I’m in madeleine love
I’m in madeleine love
I’m in madeleine love
"
45,발라드,그 남자 그 여자 (Feat. 장혜진),바이브,"혹시 니가 다시 돌아올까봐 
다른 사랑 절대 못해 
남잘 울렸으면 책임져야지 
니가 뭘 알아 남자의 마음을 
모든걸 다 주니까
떠난다는 그 여자 
내 전부를 다 가져간 그 여자 
한때는 내가 정말
사랑했던 그 여자 
다 믿었었어 바보같이 
여자는 다 똑같나봐 
혹시 니가 다시 돌아올까봐 
다른 사랑 절대 못해 
여잘 울렸으면 책임져야지 
니가 뭘 알아 여자의 마음을 
모든걸 다 주니까
떠난다는 그 남자 
내 전부를 다 가져간 그 남자 
한때는 내가 정말
사랑했던 그 남자 
다 믿었었어 바보같이 
남자는 다 똑같나봐 
우린 미치도록 사랑했었지 
우린 미치도록 사랑했었지
모든걸 다 주니까
떠난다는 그 남자 
내 마음하나 몰라주는 그 남자 
한때는 내가 정말
사랑했던 그 남자 
다 믿었었어 바보같이 
그땐 사랑이 이별인줄 모르고 
그런줄도 모르고
다 믿었었어 우리둘이
"
46,발라드,기억의 습작,전람회,"이젠 버틸 수 없다고 
휑한 웃음으로 내 어깨 기대어 
눈을 감았지만 
이젠 말할 수 있는 걸 
너의 슬픈 눈빛이 나의 마음을 
아프게 하는 걸 
나에게 말해 봐 
너의 마음 속으로 
들어가 볼 수만 있다면 
철없던 나의 모습이 얼만큼 
의미가 될 수 있는지 
많은 날이 지나고 나의 마음 
지쳐갈 때 
내 마음속으로 스러져가는  
너의 기억이
다시 찾아와 생각이 나겠지 
너무 커버린 미래의 
그 꿈들 속으로 
잊혀져 가는 나의 기억이 
다시 생각날까
너의 마음 속으로 
들어가 볼 수만 있다면 
철없던 나의 모습이 얼만큼 
의미가 될 수 있는지 
많은 날이 지나고 나의 마음 
지쳐갈 때 
내 마음속으로 스러져가는  
너의 기억이
다시 찾아와 생각이 나겠지 
너무 커버린 내 미래의 
그 꿈들 속으로 
잊혀져 가는 나의 기억이 
다시 생각날까  
많은 날이 지나고

"
47,발라드,아로하,쿨,"어두운 불빛 아래 촛불 하나
와인 잔에 담긴 약속 하나
항상 너의 곁에서 널 지켜줄꺼야
날 믿어준 너였잖아
나 바라는 건 오직 하나
영원한 행복을 꿈꾸지만
화려하지 않아도 꿈같지 않아도
너만 있어주면 돼
걱정 마 I Believe
언제나 I Believe
이 순간을 잊지 않을께
내 품에 I Believe
안긴 너의 미소가
영원히 빛을 잃어 가지 않게
Cause your love is so sweet
You are my everything
첫 날밤의 단 꿈에 젖어
하는 말이 아냐
난 변하지 않아
오직 너만 바라볼꺼야
You're light of my life
You're the one in my life
내 모든걸 다 잃는데도
후회하지 않아 오직 너를 위한
변하지 않는 사랑으로
이제 나에게 있어 가장 소중한 건
내가 아닌 당신입니다
말로는 다짐할 수 없지만
당신만을 사랑합니다
때로는 친구처럼 때로는 연인처럼
눈 감는 그 날까지
당신만을 사랑합니다
늘 하나라는 마음으로
흔들리지 않는 믿음으로
아픈 마음도 함께 기쁜 맘도 함께
나눠 가졌으면 해
약속해 I Believe
힘들 때 I Believe
너의 그늘이 되어줄께
내 품에 I Believe
안긴 너의 미소가
영원히 빛을 잃어 가지 않게
Cause your love is so sweet
You are my everything
첫날밤의 단 꿈에 젖어
하는 말이 아냐
난 변하지 않아
오직 너만 바라볼 꺼야
You're light of my life
You're the one in my life
내 모든 걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로
You're light of my life
You're the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로
All I ever want is your love
 
"
48,발라드,사랑은...향기를 남기고,테이,"가슴 아파서 목이 메어서 
안간힘을 써봐도 
피해 갈 수도 물러지지도 
않는 이별 인가봐 
너무 놀라서 자꾸 겁나서 
웃음으로 이기려해도 
눈치 빠른 눈물이 더 먼저 
알고 날 흘러 
난 소란스레 사랑했나봐 널 
줬다 이내 뺏는 걸 보니 
분 넘친 행복을 또 시기했나봐 
널 보내야만 하나봐 
I miss the love that 
I shared with U 
온 세상이 취한 것 같아 
눈부셨던 우리 추억이 열 
오르듯 비틀대잖아 
니 품에 살았던 날들과 
꿈꾸었던 사랑이 
다 부서져 또 흩어져 향기로 
I can&#39;t live without your love 
내가 못나서 잡지 못해서 
돌아 가슴 쳐봐도 
지워 지지도 덜어지지도 
않는 사랑 인가봐 
니가 미워서 누굴 만나서 
다시 시작 해 보려해도 
수많은 니 그리움이 날 
체하게 만들어 
넌 나보다 더 용감한가봐 
날 사랑한 적 없던 것처럼 
잘 살아가는데 날 지워 가는데 
난 왜 널 못 잊는 거니 
I miss the love that 
I shared with U 
온 세상이 취한 것 같아 
눈부셨던 우리 추억이 열 
오르듯 비틀대잖아 
니 품에 살았던 날들과 
꿈꾸었던 사랑이 
다 부서져 또 흩어져 향기로 
이렇게 하루 이틀이 가고 눈에 
멀어져 살다가 보면 
언젠간 또 가슴에서도 
무뎌지는 거라고 
그렇게 말을 하기까지 얼마나 
싸워야 난 할지 
보이지 않는 나와 또 볼 수 없는 
널 앞에 두고 
I miss the love that 
I shared with U 
그 언제쯤 자유로울까 
니 이별도 못 한 게 있어 
내 안에 널 데려가는 일 
난 그래 괜찮아 오늘도 
너 땜에 힘 겨워도 
이 지독한 내 아픔도 우리가 
사랑한 흔적인걸 
"
49,발라드,무릎,아이유,"모두 잠드는 밤에
혼자 우두커니 앉아
다 지나버린 오늘을
보내지 못하고서 깨어있어
누굴 기다리나 
아직 할 일이 남아 있었던가
그것도 아니면 돌아가고 싶은
그리운 자리를 떠올리나
무릎을 베고 누우면 
나 아주 어릴 적 그랬던 것처럼
머리칼을 넘겨줘요
그 좋은 손길에
까무룩 잠이 들어도
잠시만 그대로 두어요
깨우지 말아요 아주
깊은 잠을 잘 거예요
조용하던 두 눈을
다시 나에게 내리면
나 그때처럼 말갛게
웃어 보일 수 있을까
나 지친 것 같아
이 정도면 오래 버틴 것 같아
그대 있는 곳에 돌아갈 수 있는
지름길이 있다면 좋겠어
무릎을 베고 누우면 
나 아주 어릴 적 그랬던 것처럼
머리칼을 넘겨줘요
그 좋은 손길에
까무룩 잠이 들어도
잠시만 그대로 두어요
깨우지 말아요 아주
깊은 잠을 잘 거예요
스르르르륵 스르르
깊은 잠을 잘 거예요
스르르르륵 스르르
깊은 잠을
"
50,발라드,이럴거면 그러지말지 (Feat. Young K),백아연,"궁금해서 잠이 안 와
그때 왜 그랬어
구차해도 묻고 싶어
그때 난 뭐였어
나나나나 나나 나나
나만 애 탄거니
나나나나 나나 나나
난 진심인데 넌
그랬구나 그랬어
좋았는데 넌 아니었나 봐
그랬구나 그때 넌
그런 줄 모르고 나 혼자
이럴 거면 바래다주었던 그날 밤
넌 나를 안아주지 말았어야지
설렘에 밤잠 설치게 했던 그 말
그 말도 말았어야지
그러지는 말지
비겁하게 숨어버린 너를
돌아 올 거라고 믿은 내가 바보야
사랑스럽게 날 보던 네 눈빛에
빠졌던 내가 바보지
이럴 줄도 모르고
이렇게 돼 버린 이상
그냥 얘기할게
이미 떠나버린 니 맘
돌릴 순 없으니
그랬구나 그랬어
좋았는데 넌 아니었나 봐
그랬구나 그때 넌
네 생각 뿐인데 나 혼자
이럴 거면 바래다주었던 그날 밤
넌 나를 안아주지 말았어야지
설렘에 밤잠 설치게 했던 그 말
그 말도 말았어야지
이럴 줄은 몰랐어
어때 넌 어떻게 하고 싶니
지금 이 순간의 감정일지
중간에 금방 에러가 날것인지
I don’t know 하지만 내 생각엔
오래가진 못할 거 같아
너 아닌 나 때문에
이 관계는 이어지지 못해
잠 못 들어 아픈 이 새벽
잘 지내니 문자 한번쯤은 해주지
혹시나 하며 올린 우리 얘기에
좋아요 누르지 말지
괜히 기대 하게
바래다주던 그 날 밤처럼
돌아와서 포근하게 나를 안아줘
설렘에 밤잠 설치게 했던 말로
또 두근거리게 해줘
다시 날 녹여줘
이럴 거면 귀엽다고 하지 말지
그러지 말지
혼잣말만 늘어가네
전하지도 못할 말만
"
51,발라드,I Love You,포지션,"I love you 사랑한다는 이 말 밖에는
해줄 말이 없네요
I love you 의미 없는 말이 되었지만
사랑해요
이제와서 무슨 소용 있겠어요
다신 볼 수 없는 이별인데
돌이킬 수 없는 걸 잘 알고 있지만
어떻게든 그댈 잡아 두고 싶은걸
Ooh ooh ooh
이 세상 아니라도 언젠가
우리 다시 만날텐데
눈물 한방울도 보여선 안되겠죠
사랑에 빠지게 만들었던
미소로 날 떠나요
그 미소 하나로
언제라도 그대를 찾아낼 수 있게
I love you 기억하나요 처음 그대에게
느낀 그 떨림
I love you 오랜 후에서야 내게 해준
그대 그 한마디
우리 사랑 안될거라 생각했죠
너무나도 아름다웠기에
돌아서려 했었던 내 앞의 그대는
꿈만같은 사랑으로 다가 왔었죠
Ooh ooh ooh
이 세상 아니라도 언젠가
우리 다시 만날텐데
눈물 한방울도 보여선 안되겠죠
사랑에 빠지게 만들었던
미소로 날 떠나요
그 미소 하나로 언제라도 그대를
찾아낼 수 있게
언젠가 우리 다시 만나면
약속 하나만 해요 이렇게 아프게
너무 쉽게 헤어질 사랑하진 마요
"
52,발라드,미인 (美人),이기찬,"헤어질 때 늘 하던 짧은인사가 
오늘따라 왜 이렇게 서글픈거니 
눈물이 두 뺨 위로 흘러내릴때 
그때서야 이별인 줄 알았어 
 
제발 가지 말라고 차갑게 떠나지 말라고 
가슴 아프도록 외쳐보지만 
너는 떠나간다고 나의 손을 놓는다고 
나를두고 돌아서 버린 너 
 
다시 사랑한다 해도 다른 누군갈 만나도 
나는 너와 같은 사람 다신 만나진 못해 
백 번 천 번을 말해도 울며 다짐을 해봐도 
떠나가는 네 얼굴 보고싶은.. 
내가 정말 싫어 
 
모두 꿈일꺼라고 깨면 다 돌아올꺼라고 
아픈 마음을 위로해보지만 
점점 멀어져가는 너의 모습을 보면서 
울고있는 내가 다 가여워 
 
다시 사랑한다해도 
다른 누군가를 만나도 
나는 너와 같은 사람 다신 만나지 못해. 
백번 천번을 말해도 울며 다짐을 해봐도 
떠나가는 네 얼굴 보고싶은 내가 싫어. 
 
정말 사랑했었다면 
나를 사랑했었다면 
가는 길에서라도 한번쯤은 돌아봐줘 
 
이거 하나만 알고 가 
이 말 하나만 듣고 가 
나보다 더 좋은 사람 만나도 
날 잊으면 안돼.."
53,발라드,잠시만 안녕 (Original),엠씨더맥스,"행복을 줄 수 없었어
그런데 사랑을 했어
니곁에 감히 머무른
내 욕심을 용서치마
방황이 많이 남았어
그 끝은 나도 모르는곳
약하게 태어나서 미안해
그래서 널 보내려고 해
언젠가는 돌아갈께
사랑할 자격 갖춘 나 되어
너의 곁으로 돌아갈께
행복을 줄 수 있을 때
아파도 안녕
잠시만 안녕
언제나 위태로운 나
그런 내가 널 사랑을 했어
외로운 고독이 두려워
빨리 못 보내 미안해
사는게 참 힘들었어
널 보며 난 견뎠어
허나 네겐 보여줄 수
없는 내 삶
이별로 널 지키려해
언젠가는 돌아갈께
흔들리지 않는 나 되어
늦지않게 돌아갈께
널 많이 사랑하니까
아파도 안녕
슬퍼도 안녕
언젠가는 돌아갈께
사랑할 자격 갖춘 나 되어
너의 곁으로 돌아갈께
행복을 줄수 있을 때
아파도 안녕
널 위해 안녕
너와 내가 사랑하면
우리가 정말 사랑한다면
언젠가는 만날꺼야
행복을 줄 수 있을 때
조금만 울자 잠시만 울자
아파도 안녕
널 위해 안녕
"
54,발라드,바람이 불었으면 좋겠어,길구봉구,"웃는 모습이 너무 아름다운  
그런 너를 기억하면서 
괜찮아 넌 잘할거라 말하던  
또 그런 너를 기억하면서 
뭐가 그리 내 눈에 깊이 박혔는지 
너무 선명해서 이젠  
보낼수가 없잖아 
바람이 불었으면 좋겠어 
널 잊어내도록 널 씻어 내도록 
바람이 불었으면 좋겠어 남은  
마음까지도 멀리멀리  
날아갈 수 있도록
어느새 너의 얼굴을 떠올려 
또 그런 나를 바라보면서 
뭐가 그리 내눈에 깊이 박혔는지 
너무 선명해서 이젠  
보낼수가 없잖아 
바람이 불었으면 좋겠어 
널 잊어내도록 널 씻어 내도록
바람이 불었으면 좋겠어 남은 
마음까지도 멀리멀리 날아갈 수 
있도록
엉켜버린 나의 마음이 다시금 
너로 제자릴 찾아가 워
머릴 흔들어봐도 억지로 다른 
생각을 해도 나는 너만
내얘길 들었으면 좋겠어 닿을 수 
있도록 널 볼 수 있도록
내얘길 들었으면 좋겠어 흔들 수 
있도록 날 볼 수 있도록
바람이 불었으면 좋겠어 내 맘 
전해지도록 너에게로 다시 
갈수있도록
"
55,발라드,잔소리 (With 2AM 슬옹),아이유,"늦게 다니지좀 마

술은 멀리좀 해봐

열살짜리 애처럼 말을 안듣니

정말 웃음만 나와

누가 누굴보고 아이라 하는지

정말 웃음만 나와

싫은 얘기 하게 되는 내 맘을 몰라

좋은 얘기만 나누고 싶은 내맘을 몰라

그만할까 그만하자

하나부터 열까지 다 널 위한 소리

내 말 듣지 않는 너에게는 뻔한 잔소리

그만하자 그만하자

사랑하기만해도 시간 없는데

머리 아닌 가슴으로 하는 이야기

니가 싫다 해도 안 할수가 없는 이야기

그만하자 그만하자

나의 잔소리가 들려

밥은 제 때 먹는지

여잔 멀리 하는지

온 종일을 네 옆에 있고 싶은데

내가 그 맘인거야

주머니속에 널 넣고 다니면

정말 행복할텐데

둘이 아니면 안되는 우리 이야기

누가 듣는다면 놀려대고 웃을 이야기

그만할까 그만하자

하나부터 열까지 다 널 위한 소리

내 말 듣지 않는 너에게는 뻔한 잔소리

그만하자 그만하자

사랑하기만해도 시간 없는데

머리 아닌 가슴으로 하는 이야기

니가 싫다 해도 안 할수가 없는 이야기

그만하자 그만하자

나의 잔소리가 들려

눈에 힘을 주고 겁을 줘봐도

내겐 그저 귀여운 얼굴

이럴래 자꾸 더는 못 참고

정말 화낼지 몰라

사랑하다 말거라면 안 할 이야기

누구보다 너를 생각하는 마음의 소리

화가 나도 소리 쳐도

너의 잔소리마저 난 달콤한데

사랑해야 할 수 있는 그런 이야기

내 말 듣지 않는 너에게는 뻔한 잔소리

그만하자 그만하자

이런 내 맘을 믿어줘

 



	"
56,발라드,사랑인걸,모세,"하루가 가는 소릴 들어
너없는 세상속에
달이 저물고
해가뜨는 서러움
한날도 한시도
못살것 같더니 
그저 이렇게
그리워하며 살아
어디서부터 잊어갈까
오늘도 기억속에
네가 찾아와 
하루종일 떠들어
네말투 네표정 
너무 분명해서
마치 지금도 내곁에 
네가 사는 것 만 같아 
사랑인걸 사랑인걸
지워봐도 사랑인걸
아무리 비워내도
내안에는 너만살아
너하나만 너하나만
기억하고 원하는걸
보고픈 너의 사진을
꺼내어 보다 잠들어
어디서부터 잊어갈까
오늘도 기억속에 
네가 찾아와 
하루종일 떠들어
네말투 네표정 
너무 분명해서
마치 지금도 내곁에
네가 사는 것 만 같아 
사랑인걸 사랑인걸
지워봐도 사랑인걸
아무리 비워내도
내안에는 너만 살아
너하나만 너하나만
기억하고 원하는걸
보고픈 너의 사진을
꺼내어 보다 잠들어
잠결에 흐르던
눈물이 곧 말라가듯
조금씩 흐려지겠지
손내밀면 닿을 듯
아직은 눈에 선한 네얼굴 
사랑해 사랑해
잊으면 안돼
너만보고 너만알고
너만위해 살았던 날
마음둘 곳을 몰라
하루가 일년같아
아무것도 아무일도
아무말도 못하는 나
그래도 사랑을 믿어
그래도 사랑을 믿어
오늘도 사랑을 믿어

"
57,발라드,Heaven,김현성,"왜 이제 왔나요 더 야윈 그대
나만큼 힘들었나요
두번 살게 하네요 그대 내 삶을
난 모든걸 버리려 했죠
왜 나를 떠나요 아플거면서
사랑이 여기 있는데
다신 그러지 마요 내가 죽어요
그댄 나의 숨이니까요
나 그댈 잃는다는 건
내 삶이라는 것 살아도 지옥인거죠
그댄 나의 전부 그댄 나의 운명
헤어질 수 없어요
영원보다 먼 곳에 우리 사랑 가져가요
눈물 없는 세상 나의 사랑 하나로만
그대 살게 할게요
그대와 나 영원히 행복할 그 곳
Heaven
울어도 되나요 그대 앞에서
고마워 눈물이 나요
기다렸던 날들이 너무 아파서
그대 다시 미워지네요
사랑을 버린다는건 모든걸 잃는것
상처만 남기잖아요
그댄 나의 전부 그댄 나의 운명
헤어질 수 없어요
영원보다 먼 곳에 우리 사랑 가져가요
눈물 없는 세상 나의 사랑 하나로만
그대 살게 할게요
그대와 나 영원히 행복할 그 곳
Heaven
그댄 나의 전부 그댄 나의 운명
헤어질 수 없어요
영원보다 먼 곳에 우리 사랑 가져가요
눈물 없는 세상 나의 사랑 하나로만
그대 살게 할게요
그대와 나 영원히 행복할 그 곳
Heaven
"
58,발라드,행복하지 말아요,엠씨 더 맥스,"왜 이리도 이 세상엔 
이별이 많은지
왜 사랑이 힘든 건지 난 
궁금했었죠
난 이제 또 다시 묻고 있죠 
어떻게 견디는지
이 많은 슬픔 끝나긴 하는지
괜찮아요 다 그렇듯 이러다 
말겠죠
이 가슴도 이 눈물도 다 
가라 앉겠죠
더 안을수록 부서져 버릴 
우리를 알고 있죠
보내는 일이 사랑이라는 걸
사랑해 사랑해 말해줄 시간이 
아직도 많을 줄 알았죠
언젠가 누군가 그대를 가져갈 
그 사람
벌써부터 나 부러워지네요
행복하지마요 행복하려면 
사랑한 날 잊어야 하잖아
가시가 박힌듯 숨쉴때마다 
눈물이 흘러와
사는게 사는 것이 아니죠
사랑하지마요 내가 아니면 
누구와도 영원할 수 없어
그대를 그곳에 두고 온 것 
그것만 기억하면 찾을 수 있죠
잠시 멈춰있는 사랑인 거죠 
괜찮아요 웃어요
하루에도 나 몇번씩 
마음이 바뀌죠
또 버리고 주워담고 
오늘도 그래요
꼭 좋은 사람 만날 거라고 
말하는 나였지만
나의 가슴은 그댈 잡고 있죠
사랑해 사랑해 나에게 말해줄 
그대의 목소리
이제 들을 수 없겠죠
조금만 잠시만 머물다 
올 것을 그대의
곁에 있는 그사람도 아나요
행복하지마요 행복 하려면 
사랑한 날 잊어야 하잖아
가시가 박힌듯 숨쉴때마다 
눈물이 흘러와
사는게 사는 것이 아니죠
사랑하지마요 내가 아니면 
누구와도 영원할 수 없어
그대를 그곳에 두고 온 것 
그것만 기억하면 찾을 수 있죠
잠시 멈춰있는 사랑인거죠 
괜찮아요 웃어요
사랑하지마요 내가 아니면 
누구와도 영원할 수 없어
그대를 그곳에 두고 온 것 
그것만 기억하면 찾을 수 있죠
잠시 멈춰있는 사랑인거죠 
괜찮아요 웃어요
이 눈물도 이 아픔도 우
괜찮죠
"
59,발라드,감사,김동률,"눈부신 햇살이
오늘도 나를 감싸며
살아있음을 그대에게
난 감사해요
부족한 내 마음이
누구에게 힘이 될줄은
그것만으로 그대에게
난 감사해요
그 누구에게도
내 사람이란게
부끄럽지 않게
날 사랑할게요
단 한 순간에도
나의 사람이란 걸
후회하지 않도록
그댈 사랑할게요
이제야 나 태어난
그 이유를 알 것만 같아요
그대를 만나
죽도록 사랑하는게
누군가 주신
나의 행복이죠
그 어디에서도
나의 사람인 걸
잊을 수 없도록
늘 함께할게요
단 한순간에도
나의 사랑이란 걸
아파하지 않도록
그댈 사랑할게요
이제야 나 태어난
그 이유를 알 것만 같아요
그대를 만나
죽도록 사랑하는게
누군가 주신
내 삶의 이유라면
더이상 나에게
그 무엇도 바랄게 없어요
지금 처럼만
서로를 사랑하는게
누군가 주신
나의 행복이죠
누군가 주신
나의 행복이죠
"
60,발라드,낙원 (Feat. 이재훈),싸이,"너와 나 단 둘이서 떠나가는 여행 
너를 향한 내 마음 절대 안 변해 
보고 또 봐도 또 다시 나 반해 
꿈만 같애 우리 둘이 함께 
우린 서로 아무말도 없이 
이렇다 할 행선지도 없이 
빡빡한 저 세상 등지고 
너와 내가 나침반과 지도 
하지 못했었던 말 
한땐 다시 안본다 했었나 
허나 지금 우리 둘만 이 차속에 
어느덧 훌쩍 지나버린 고개 
비와 바람도 세상과 사람도 
우릴 막지 말라 우린 지금 빨라 
우릴 갈라 놨던 속세 탈출하는 찰라 
우린 지금 아주 빨라 
난 너와 같은 차를 타고 
난 너와 같은 곳을 보고 
난 너와 같이 같은 곳으로 
그 곳은 천국 일거야 
정신없이 달려온 곳 동해안 
저 시원한 바다 소리가 곧 내맘 
너 때문에 잠 못자고 꼬박 샌 밤 
손발을 다 합쳐도 못 샌다 
말이 필요없는 거야 같이 있는거야 
이제서야 밝히지만 내 주인은 너야 
기분 좋아 둘이 장도 봐 
밥은 내가 할게 쌀만 담궈 놔 
피곤한지 너는 잠깐 자고 
그 사이 나는 몰래 요리책을 파고 
드디어 오붓하게 저녁식사를 하고 
여기가 바로 지상 낙원 
비와 바람도 세상과 사람도 
우릴 막지 말라 우린 이제 달라 
나홀로 애태웠던 예전과는 달라 
우린 이제 많이 달라 
난 너와 같이 마주 하고 
난 너와 같이 살아 숨쉬고 
난 너와 같이 같은 곳에서 
여기가 천국인거야 oh
너로 인해 힘들었던 나의 어제가 
술안주로 변해버린 오늘이구나 
내 여자구나 이제 안 보낸다 절대 
안겨봐 내 품에 포근해 소중해 
나중에 다시 돌아가더라도 
오늘 하루 곱씹으며 행복하게 살어 
나중에 다시 돌아가더라도 
오늘 하루 곱씹으며 나를 잊지 말어 
난 너와 같이 마주 하고 
난 너와 같이 살아 숨쉬고 
난 너와 같이 같은 곳에서 
여기가 천국인거야 oh
This is what my life is all about 
it is all about you 
"
61,발라드,그대를 사랑하는 10가지 이유,이석훈,"그대 예쁜 목소리로
자장가를 불러줘요
오늘 밤도 그대 내 꿈 속에
나와 함께 살아요
아이같은 그 미소로
나를 보며 웃어주네요
나는 그대라서 참 행복합니다
내가 힘들때나 많이 아플때
내 눈물을 고이 닦아주던
그대란 사람
어찌 말을 해야 할까요
첫번째 그대의 마음
나무처럼 나를 쉬게해
두번째 그대의 미소
햇살처럼 나를 밝게 비추고
세번째 그대의 손길
내가 힘들때마다 품에 안아준
그댈 사랑합니다

내가 슬플 때나 외로워 할 때
내 곁을 따스히 지켜주던
그대란 사람
어찌 말을 해야 할까요
네번째 그대의 온도
내 가슴을 따스하게 해
다섯째 그대의 눈물
더 열심히 나를 살아가게 해
여섯째 그대의 기도
쳐진 어깨를 피게 만들어 주는
그댈 사랑합니다
그대여 더 이상 눈물은
이젠 흘리지 말아요
영원토록 그대를 지킬게요
사랑하는 그댈 보면
바라만 봐도 난 행복해
일곱번째 그대 표정
시무룩한 나를 웃게해
여덟째 그대 목소리
내게 힘을 주는 그대이니까
아홉번째 그대 걸음
못난 날 매일마다 찾아와 주네
열번짼 그대란 선물
그대라서 난 정말 행복합니다
 
"
62,발라드,꽃피는 봄이오면,BMK,"꽃피는 봄이오면

니가 떠난 그 후로
내 눈물은 얼 수 없나봐
얼어붙고 싶어도
다시 흐른 눈물 때문에
널 잃은 내 슬픔에
세상이 얼어도
날이 선 미움이 날 할퀴어도
뿌리 깊은 사랑을
이젠 떼어낼 수 없나봐
처음부터 넌 내 몸과
한 몸이었던 것처럼
그 어떤 사랑조차 꿈도 못꾸고
이내 널 그리고 또 원하고
난 니 이름만 부르짖는데
다시 돌아올까
네가 내 곁으로 올까
믿을 수가 없는데
믿어주면 우린 너무 사랑한
지난 날처럼 사랑하게 될까
그 때의 맘과 똑같을까
계절처럼 돌고 돌아
다시 꽃 피는 봄이 오면
기다리는 이에겐
사랑말곤 할게 없나봐
그 얼마나 고단한지
가늠도 못했었던 나
왜 못 보내느냐고
오 왜 우냐고
자꾸 날 꾸짖고 날 탓하고
또 그래도 난 너를 못잊어
다시 돌아올까
네가 내 곁으로 올까
믿을 수가 없는데
믿어주면 우린 너무 사랑한
지난 날처럼 사랑하게 될까
그 때의 맘과 똑같을까
계절처럼 돌고 돌아
다시 꽃 피는 봄이 오면
참 모질었던 삶이였지만
늘 황폐했던 맘이지만
그래도 너 있어 눈부셨어
널 이렇게도 그리워
견딜 수가 없는 건
나 그 때의 나 그 날의
내 모습이 그리워
시간에게 속아
다른 누굴 허락하고
다른 누군가에게
기대 서로 묻고 산다고 해도
날 기억해줘 한 순간이지만
우리가 사랑했다는 걸
너와 나눈 사랑은 참
삶보다 짧지만
내 추억 속에 사는 사랑은
영원할테니까
꼭 찰나같아 찬란했던
그 봄날은
"
